dataset,numelements,hash,reducer,nanoseconds_total,nanoseconds_per_key,benchmark_repeat_cnt
books_200M_uint64,200000000,murmur3_128_city,fastrange32,1422853200,7.114266,5
books_200M_uint64,200000000,murmur3_128_city,fastrange64,1846959200,9.234796,5
books_200M_uint64,200000000,murmur3_128_city,modulo,3118057000,15.590285,5
books_200M_uint64,200000000,murmur3_128_city,fast_modulo,1547919000,7.739595,5
books_200M_uint64,200000000,murmur3_128_city,branchless_fast_modulo,1662280600,8.311403,5
books_200M_uint64,200000000,murmur3_fin64,do_nothing,411598800,2.057994,5
books_200M_uint64,200000000,murmur3_fin64,fastrange32,351549800,1.757749,5
books_200M_uint64,200000000,murmur3_fin64,fastrange64,435833600,2.179168,5
books_200M_uint64,200000000,murmur3_fin64,modulo,1743668000,8.718340,5
books_200M_uint64,200000000,murmur3_fin64,fast_modulo,514346000,2.571730,5
books_200M_uint64,200000000,murmur3_fin64,branchless_fast_modulo,475448000,2.377240,5
books_200M_uint64,200000000,xxh64,do_nothing,796440800,3.982204,5
books_200M_uint64,200000000,xxh64,fastrange32,683335400,3.416677,5
books_200M_uint64,200000000,xxh64,fastrange64,808321200,4.041606,5
books_200M_uint64,200000000,xxh64,modulo,2034337600,10.171688,5
books_200M_uint64,200000000,xxh64,fast_modulo,802865400,4.014327,5
books_200M_uint64,200000000,xxh64,branchless_fast_modulo,873852200,4.369261,5
books_200M_uint64,200000000,xxh3,do_nothing,590615800,2.953079,5
books_200M_uint64,200000000,xxh3,fastrange32,415162400,2.075812,5
books_200M_uint64,200000000,xxh3,fastrange64,684266600,3.421333,5
books_200M_uint64,200000000,xxh3,modulo,1878736200,9.393681,5
books_200M_uint64,200000000,xxh3,fast_modulo,565655200,2.828276,5
books_200M_uint64,200000000,xxh3,branchless_fast_modulo,621959200,3.109796,5
books_200M_uint64,200000000,xxh3_128_low,do_nothing,631929800,3.159649,5
books_200M_uint64,200000000,xxh3_128_low,fastrange32,381394200,1.906971,5
books_200M_uint64,200000000,xxh3_128_low,fastrange64,567850000,2.839250,5
books_200M_uint64,200000000,xxh3_128_low,modulo,1955523800,9.777619,5
books_200M_uint64,200000000,xxh3_128_low,fast_modulo,632035600,3.160178,5
books_200M_uint64,200000000,xxh3_128_low,branchless_fast_modulo,558175400,2.790877,5
books_200M_uint64,200000000,xxh3_128_upp,do_nothing,510009800,2.550049,5
books_200M_uint64,200000000,xxh3_128_upp,fastrange32,382299800,1.911499,5
books_200M_uint64,200000000,xxh3_128_upp,fastrange64,510407600,2.552038,5
books_200M_uint64,200000000,xxh3_128_upp,modulo,1866763600,9.333818,5
books_200M_uint64,200000000,xxh3_128_upp,fast_modulo,567462400,2.837312,5
books_200M_uint64,200000000,xxh3_128_upp,branchless_fast_modulo,524167400,2.620837,5
books_200M_uint64,200000000,xxh3_128_xor,do_nothing,619408200,3.097041,5
books_200M_uint64,200000000,xxh3_128_xor,fastrange32,512493200,2.562466,5
books_200M_uint64,200000000,xxh3_128_xor,fastrange64,632082800,3.160414,5
books_200M_uint64,200000000,xxh3_128_xor,modulo,2041841400,10.209207,5
books_200M_uint64,200000000,xxh3_128_xor,fast_modulo,773515200,3.867576,5
books_200M_uint64,200000000,xxh3_128_xor,branchless_fast_modulo,684048400,3.420242,5
books_200M_uint64,200000000,xxh3_128_city,do_nothing,796948800,3.984744,5
books_200M_uint64,200000000,xxh3_128_city,fastrange32,739476800,3.697384,5
books_200M_uint64,200000000,xxh3_128_city,fastrange64,854561800,4.272809,5
books_200M_uint64,200000000,xxh3_128_city,modulo,2222598200,11.112991,5
books_200M_uint64,200000000,xxh3_128_city,fast_modulo,931885600,4.659428,5
books_200M_uint64,200000000,xxh3_128_city,branchless_fast_modulo,970811800,4.854059,5
books_200M_uint64,200000000,tabulation_small64,do_nothing,623327200,3.116636,5
books_200M_uint64,200000000,tabulation_small64,fastrange32,512575200,2.562876,5
books_200M_uint64,200000000,tabulation_small64,fastrange64,634914800,3.174574,5
books_200M_uint64,200000000,tabulation_small64,modulo,1869354000,9.346770,5
books_200M_uint64,200000000,tabulation_small64,fast_modulo,683687600,3.418438,5
books_200M_uint64,200000000,tabulation_small64,branchless_fast_modulo,671373200,3.356866,5
books_200M_uint64,200000000,tabulation_large64,do_nothing,625035800,3.125179,5
books_200M_uint64,200000000,tabulation_large64,fastrange32,512509600,2.562548,5
